Application ID,mohela_clid,Application_date,Loan Amount,Closing_date,Schedule_funding_date,Stage,Loan_Type,Term,Rate Type,Undiscounted Rate,disbursement_1,disbursement_1_date,disbursement_2,disbursement_2_date,disbursement_3,disbursement_3_date,disbursement_4,disbursement_4_date
221305,221305,05/05/2019,57398.22,05/16/2019,05/16/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
221352,221352,05/06/2019,49593.51,05/16/2019,05/16/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221361,221361,05/06/2019,108087.52,05/16/2019,05/16/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221365,221365,05/06/2019,44000,06/06/2019,06/06/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
221366,221366,05/06/2019,31530.23,05/24/2019,05/24/2019,Closed,Refi,10,Fixed,4.92,,,,,,,,
221373,221373,05/06/2019,20301.39,06/03/2019,06/03/2019,Closed,Refi,7,Fixed,4.92,,,,,,,,
221381,221381,05/06/2019,40829.37,06/12/2019,06/12/2019,Closed,Refi,7,Fixed,4.5,,,,,,,,
221389,221389,05/06/2019,154364.1,06/20/2019,06/20/2019,Closed,Refi,10,Fixed,4.55,,,,,,,,
221394,221394,05/06/2019,43807.52,05/23/2019,05/23/2019,Closed,Refi,7,Fixed,5.13,,,,,,,,
221400,221400,05/06/2019,89300.9,05/28/2019,05/28/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
221420,221420,05/06/2019,64030.35,06/27/2019,06/27/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
221418,221418,05/06/2019,79508.81,05/13/2019,05/13/2019,Closed,Refi,20,Fixed,5.92,,,,,,,,
221471,221471,05/06/2019,147851.53,06/03/2019,06/03/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
221474,221474,05/06/2019,102893.16,07/17/2019,07/17/2019,Closed,Refi,20,Variable,4.65,,,,,,,,
221480,221480,05/06/2019,157668.02,05/15/2019,05/15/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
221483,221483,05/06/2019,47115.97,05/22/2019,05/22/2019,Closed,Refi,7,Fixed,4.79,,,,,,,,
221484,221484,05/06/2019,53225.97,05/23/2019,05/23/2019,Closed,Refi,5,Fixed,4.79,,,,,,,,
221482P1,221482P1,05/06/2019,199997.2,06/17/2019,06/17/2019,Closed,Refi,20,Fixed,5.3,,,,,,,,
221528,221528,05/06/2019,39422.31,05/13/2019,05/13/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
221533,221533,05/06/2019,30837.67,05/24/2019,05/24/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221550,221550,05/06/2019,20983.25,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221562,221562,05/06/2019,156184.27,05/22/2019,05/22/2019,Closed,Refi,15,Fixed,6.11,,,,,,,,
221563,221563,05/06/2019,83869.49,05/16/2019,05/16/2019,Closed,Refi,15,Fixed,5.9,,,,,,,,
221574,221574,05/06/2019,79603,06/27/2019,06/27/2019,Closed,Refi,10,Fixed,4.93,,,,,,,,
221594,221594,05/06/2019,113220,05/28/2019,05/24/2019,Closed,Refi,5,Variable,2.75,,,,,,,,
221379,221379,05/06/2019,54228.17,06/07/2019,06/07/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
221621P3,221621P3,05/06/2019,141760.17,06/06/2019,06/06/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
221482P2,221482P2,05/06/2019,199997.2,06/17/2019,06/17/2019,Closed,Refi,20,Fixed,5.3,,,,,,,,
221354,221354,05/06/2019,111338.77,06/25/2019,06/25/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221360,221360,05/06/2019,235910.59,05/16/2019,05/16/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
5002102103D01,,05/06/2019,103321,,,Applied,In-School,,,,,,,,,,,
5002102769D01,,05/06/2019,158160,,,Applied,In-School,,,,,,,,,,,
221367,221367,05/06/2019,77287,05/13/2019,05/13/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221372,221372,05/06/2019,135634.57,05/13/2019,05/13/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221380,221380,05/06/2019,86881,05/13/2019,05/13/2019,Closed,Refi,20,Fixed,6.55,,,,,,,,
221409,221409,05/06/2019,229512.51,05/24/2019,05/24/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
221422,221422,05/06/2019,17111.71,05/24/2019,05/24/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
221426,221426,05/06/2019,85207.16,06/06/2019,06/06/2019,Closed,Refi,5,Fixed,4.55,,,,,,,,
221446,221446,05/06/2019,134843.33,05/14/2019,05/14/2019,Closed,Refi,20,Fixed,5.71,,,,,,,,
221461,221461,05/06/2019,65542.13,05/14/2019,05/14/2019,Closed,Refi,15,Fixed,6.32,,,,,,,,
221470,221470,05/06/2019,70549.73,06/03/2019,06/03/2019,Closed,Refi,20,Variable,5.55,,,,,,,,
221481,221481,05/06/2019,211647.98,05/15/2019,05/15/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
221493,221493,05/06/2019,50160.89,05/14/2019,05/14/2019,Closed,Refi,15,Fixed,5.5,,,,,,,,
221526,221526,05/06/2019,45684.73,06/06/2019,06/06/2019,Closed,Refi,7,Fixed,4.5,,,,,,,,
221542,221542,05/06/2019,89670.85,06/03/2019,06/03/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
221543,221543,05/06/2019,43739.4,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221560,221560,05/06/2019,55389.11,05/28/2019,05/28/2019,Closed,Refi,20,Fixed,5.71,,,,,,,,
221564,221564,05/06/2019,32181,05/24/2019,05/24/2019,Closed,Refi,20,Fixed,5.71,,,,,,,,
221582,221582,05/06/2019,269286.74,06/17/2019,06/17/2019,Closed,Refi,15,Fixed,5.77,,,,,,,,
221589,221589,05/06/2019,80792.92,06/06/2019,06/06/2019,Closed,Refi,15,Fixed,4.85,,,,,,,,
221590,221590,05/06/2019,50173.02,05/21/2019,05/21/2019,Closed,Refi,10,Fixed,5.34,,,,,,,,
221598P1,221598P1,05/06/2019,153000,06/11/2019,06/11/2019,Closed,Refi,20,Fixed,5.92,,,,,,,,
221602,221602,05/06/2019,52496.34,07/01/2019,07/01/2019,Closed,Refi,20,Fixed,6.34,,,,,,,,
221603,221603,05/06/2019,111250.45,05/13/2019,05/13/2019,Closed,Refi,20,Fixed,5.92,,,,,,,,
221606,221606,05/06/2019,26058.1,06/05/2019,06/05/2019,Closed,Refi,10,Fixed,4.92,,,,,,,,
221621P1,221621P1,05/06/2019,141760.15,06/06/2019,06/06/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
221607,221607,05/06/2019,74376.9,06/13/2019,06/13/2019,Closed,Refi,20,Fixed,6.34,,,,,,,,
221349,221349,05/06/2019,64987.9,05/15/2019,05/15/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
221621P2,221621P2,05/06/2019,141760.15,06/06/2019,06/06/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
221598P2,221598P2,05/06/2019,153000,06/11/2019,06/11/2019,Closed,Refi,20,Fixed,5.92,,,,,,,,
221369,221369,05/06/2019,97057.91,05/23/2019,05/23/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
221425,221425,05/06/2019,40937.51,05/28/2019,05/28/2019,Closed,Refi,10,Variable,4.61,,,,,,,,
221622,221622,05/06/2019,92959.73,05/14/2019,05/14/2019,Closed,Refi,10,Fixed,5.34,,,,,,,,
221608,221608,05/06/2019,48318.99,05/23/2019,05/23/2019,Closed,Refi,20,Fixed,6.13,,,,,,,,
221620,221620,05/06/2019,21944.86,05/20/2019,05/20/2019,Closed,Refi,10,Fixed,5.55,,,,,,,,
221370,221370,05/06/2019,66337.27,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221478,221478,05/06/2019,186951.83,05/21/2019,05/21/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
221479,221479,05/06/2019,42191.59,05/15/2019,05/15/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
221514,221514,05/06/2019,21717.54,05/22/2019,05/22/2019,Closed,Refi,20,Fixed,6.88,,,,,,,,
221629,221629,05/07/2019,33251.27,05/17/2019,05/17/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221632,221632,05/07/2019,262943.31,06/12/2019,06/12/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
221640,221640,05/07/2019,11883.28,05/21/2019,05/21/2019,Closed,Refi,7,Fixed,4.92,,,,,,,,
221656,221656,05/07/2019,126925.92,05/21/2019,05/21/2019,Closed,Refi,7,Fixed,4.92,,,,,,,,
221658,221658,05/07/2019,28290.66,06/05/2019,06/05/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221671,221671,05/07/2019,134000,06/11/2019,06/11/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
221692,221692,05/07/2019,50430.06,05/16/2019,05/16/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
221684,221684,05/07/2019,62099.12,06/21/2019,06/21/2019,Closed,Refi,10,Fixed,4.93,,,,,,,,
221693,221693,05/07/2019,42803.05,06/10/2019,06/10/2019,Closed,Refi,10,Fixed,4.92,,,,,,,,
221697,221697,05/07/2019,80000,06/14/2019,06/14/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221702,221702,05/07/2019,63000,05/14/2019,05/14/2019,Closed,Refi,15,Fixed,5.48,,,,,,,,
221716,221716,05/07/2019,111408.26,06/12/2019,06/12/2019,Closed,Refi,15,Fixed,4.85,,,,,,,,
221741,221741,05/07/2019,64395.61,05/21/2019,05/21/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221743,221743,05/07/2019,112312.56,05/16/2019,05/16/2019,Closed,Refi,20,Fixed,6.76,,,,,,,,
221749,221749,05/07/2019,15628.01,06/05/2019,06/05/2019,Closed,Refi,5,Fixed,4.66,,,,,,,,
221748,221748,05/07/2019,117472.03,06/07/2019,06/07/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
221754P1,221754P1,05/07/2019,195979.15,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
221755,221755,05/07/2019,29235.73,05/16/2019,05/16/2019,Closed,Refi,7,Fixed,4.5,,,,,,,,
221804,221804,05/07/2019,68293.5,05/14/2019,05/14/2019,Closed,Refi,10,Fixed,5.13,,,,,,,,
221787,221787,05/07/2019,27723.19,05/14/2019,05/14/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
221803,221803,05/07/2019,100000,06/05/2019,06/05/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
221816,221816,05/07/2019,66708.95,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
221822,221822,05/07/2019,66115.64,06/17/2019,06/17/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
221824,221824,05/07/2019,62627.7,05/16/2019,05/16/2019,Closed,Refi,7,Fixed,4.5,,,,,,,,
221831,221831,05/07/2019,90053.14,05/17/2019,05/17/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
221844,221844,05/07/2019,12254.45,05/20/2019,05/20/2019,Closed,Refi,5,Fixed,5.13,,,,,,,,
221887,221887,05/07/2019,257191.89,06/27/2019,06/27/2019,Closed,Refi,7,Fixed,4.71,,,,,,,,
221754P2,221754P2,05/07/2019,195979.15,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
221715P2,221715P2,05/07/2019,150498.99,07/09/2019,07/09/2019,Closed,Refi,5,Fixed,4.18,,,,,,,,
221715P3,221715P3,05/07/2019,150499.01,07/09/2019,07/09/2019,Closed,Refi,5,Fixed,4.18,,,,,,,,
221634,221634,05/07/2019,92536,05/13/2019,05/13/2019,Closed,Refi,20,Fixed,6.96,,,,,,,,
221646,221646,05/07/2019,52405.96,05/14/2019,05/14/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
221683,221683,05/07/2019,153694.84,06/06/2019,06/06/2019,Closed,Refi,5,Fixed,4.78,,,,,,,,
221694,221694,05/07/2019,31145.52,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221695,221695,05/07/2019,98283.22,05/15/2019,05/15/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
221715P1,221715P1,05/07/2019,150498.99,07/09/2019,07/09/2019,Closed,Refi,5,Fixed,4.18,,,,,,,,
221713,221713,05/07/2019,38006.54,05/16/2019,05/16/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
221721,221721,05/07/2019,68351.87,07/08/2019,07/08/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
221720,221720,05/07/2019,37235.28,05/16/2019,05/16/2019,Closed,Refi,7,Fixed,4.5,,,,,,,,
221723,221723,05/07/2019,56919.08,06/03/2019,06/03/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221728,221728,05/07/2019,55289.57,07/09/2019,07/09/2019,Closed,Refi,20,Fixed,6.96,,,,,,,,
221729P1,221729P1,05/07/2019,141362.32,06/11/2019,06/11/2019,Closed,Refi,15,Fixed,6.47,,,,,,,,
221732,221732,05/07/2019,30257.05,05/16/2019,05/16/2019,Closed,Refi,10,Fixed,5.34,,,,,,,,
221747,221747,05/07/2019,105224.15,06/13/2019,06/13/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
221750,221750,05/07/2019,55998.26,05/21/2019,05/21/2019,Closed,Refi,10,Fixed,5.34,,,,,,,,
221745,221745,05/07/2019,154144.18,05/17/2019,05/17/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
221752,221752,05/07/2019,51938.84,05/22/2019,05/22/2019,Closed,Refi,15,Fixed,4.85,,,,,,,,
221786,221786,05/07/2019,19715,06/04/2019,06/04/2019,Closed,Refi,20,Fixed,5.71,,,,,,,,
221808,221808,05/07/2019,27625.15,05/17/2019,05/17/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
221814,221814,05/07/2019,25345.44,05/22/2019,05/22/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221826,221826,05/07/2019,113812.39,05/20/2019,05/20/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221855,221855,05/07/2019,77000,06/12/2019,06/12/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
221866,221866,05/07/2019,91259,06/25/2019,06/25/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
221873,221873,05/07/2019,107481.19,07/05/2019,07/05/2019,Closed,Refi,10,Variable,4.96,,,,,,,,
221901,221901,05/07/2019,132946.37,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221906,221906,05/07/2019,81150.41,05/23/2019,05/23/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
221810,221810,05/07/2019,92741.85,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
221729P2,221729P2,05/07/2019,141362.32,06/11/2019,06/11/2019,Closed,Refi,15,Fixed,6.47,,,,,,,,
221729P3,221729P3,05/07/2019,141362.35,06/11/2019,06/11/2019,Closed,Refi,15,Fixed,6.47,,,,,,,,
221653,221653,05/07/2019,192000,05/23/2019,05/23/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
221668,221668,05/07/2019,50086.87,05/20/2019,05/20/2019,Closed,Refi,10,Fixed,4.55,,,,,,,,
221795,221795,05/07/2019,159784.08,06/11/2019,06/11/2019,Closed,Refi,10,Fixed,5.234,,,,,,,,
221807,221807,05/07/2019,209309.02,06/04/2019,06/04/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
221637,221637,05/07/2019,26120.22,05/14/2019,05/14/2019,Closed,Refi,15,Fixed,4.85,,,,,,,,
221681,221681,05/07/2019,191806.08,05/14/2019,05/14/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221819,221819,05/07/2019,61320.45,05/28/2019,05/28/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
221874,221874,05/07/2019,20000,05/23/2019,05/23/2019,Closed,Refi,7,Fixed,4.5,,,,,,,,
221895,221895,05/07/2019,11101.61,06/03/2019,06/03/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
221904,221904,05/07/2019,41589.58,05/21/2019,05/21/2019,Closed,Refi,7,Fixed,5.13,,,,,,,,
221921,221921,05/08/2019,158652.45,06/28/2019,06/28/2019,Closed,Refi,15,Fixed,5.33,,,,,,,,
221924,221924,05/08/2019,38783.17,06/04/2019,06/04/2019,Closed,Refi,7,Fixed,4.5,,,,,,,,
221929,221929,05/08/2019,19203.65,05/17/2019,05/17/2019,Closed,Refi,7,Fixed,4.71,,,,,,,,
5002103114D01,,05/08/2019,90000,,,Applied,In-School,,,,,,,,,,,
5002103534D01,,05/08/2019,14200,,,Applied,In-School,,,,,,,,,,,
221939,221939,05/08/2019,33772.7,06/17/2019,06/17/2019,Closed,Refi,10,Fixed,5.34,,,,,,,,
221940,221940,05/08/2019,238125.45,06/11/2019,06/11/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
221945,221945,05/08/2019,19479.41,05/15/2019,05/15/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
221954,221954,05/08/2019,128520.48,05/17/2019,05/17/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221989P1,221989P1,05/08/2019,188198.54,06/28/2019,06/28/2019,Closed,Refi,15,Fixed,4.85,,,,,,,,
221992,221992,05/08/2019,28053.51,05/21/2019,05/21/2019,Closed,Refi,20,Fixed,6.96,,,,,,,,
222032P1,222032P1,05/08/2019,157870.79,06/04/2019,06/04/2019,Closed,Refi,15,Fixed,6.11,,,,,,,,
222051,222051,05/08/2019,88912.17,06/20/2019,06/20/2019,Closed,Refi,15,Fixed,6.11,,,,,,,,
222064,222064,05/08/2019,32847,06/03/2019,06/03/2019,Closed,Refi,7,Fixed,4.5,,,,,,,,
222059,222059,05/08/2019,65720.91,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222082,222082,05/08/2019,89285.39,06/26/2019,06/26/2019,Closed,Refi,10,Fixed,5.13,,,,,,,,
222086,222086,05/08/2019,39297,06/07/2019,06/07/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
222105,222105,05/08/2019,98638.78,05/28/2019,05/28/2019,Closed,Refi,10,Fixed,4.92,,,,,,,,
222119,222119,05/08/2019,160617.59,05/23/2019,05/23/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222123,222123,05/08/2019,84309.11,05/15/2019,05/15/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
222144P1,222144P1,05/08/2019,140584.49,05/21/2019,05/21/2019,Closed,Refi,7,Fixed,4.76,,,,,,,,
222148,222148,05/08/2019,69346.73,06/12/2019,06/12/2019,Closed,Refi,20,Fixed,6.34,,,,,,,,
222151,222151,05/08/2019,45170.13,05/22/2019,05/22/2019,Closed,Refi,5,Fixed,4.56,,,,,,,,
222173,222173,05/08/2019,25532.7,05/16/2019,05/16/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222144P2,222144P2,05/08/2019,140584.49,05/21/2019,05/21/2019,Closed,Refi,7,Fixed,4.76,,,,,,,,
222032P2,222032P2,05/08/2019,157870.79,06/04/2019,06/04/2019,Closed,Refi,15,Fixed,6.11,,,,,,,,
221989P2,221989P2,05/08/2019,188198.54,06/28/2019,06/28/2019,Closed,Refi,15,Fixed,4.85,,,,,,,,
221911,221911,05/08/2019,88995.51,05/23/2019,05/23/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221918,221918,05/08/2019,42041.65,06/13/2019,06/13/2019,Closed,Refi,20,Fixed,5.71,,,,,,,,
5002103193D01,,05/08/2019,80000,,,Applied,In-School,,,,,,,,,,,
221941,221941,05/08/2019,108851.43,05/16/2019,05/16/2019,Closed,Refi,20,Variable,5.15,,,,,,,,
221947,221947,05/08/2019,12647.98,05/17/2019,05/17/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
221977,221977,05/08/2019,66845.35,05/16/2019,05/16/2019,Closed,Refi,15,Fixed,5.48,,,,,,,,
221984,221984,05/08/2019,37820.38,06/04/2019,06/04/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
221976,221976,05/08/2019,102930.09,06/13/2019,06/13/2019,Closed,Refi,20,Fixed,5.71,,,,,,,,
221988,221988,05/08/2019,46094.85,06/12/2019,06/12/2019,Closed,Refi,5,Fixed,4.92,,,,,,,,
222020,222020,05/08/2019,68644.02,06/28/2019,06/28/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
222033,222033,05/08/2019,51293.16,05/24/2019,05/24/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
222037,222037,05/08/2019,38310.5,06/13/2019,06/13/2019,Closed,Refi,5,Fixed,5.13,,,,,,,,
222052,222052,05/08/2019,92067.18,05/17/2019,05/17/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
222057,222057,05/08/2019,108206.71,05/23/2019,05/23/2019,Closed,Refi,20,Fixed,5.92,,,,,,,,
222066,222066,05/08/2019,45700.69,05/16/2019,05/16/2019,Closed,Refi,10,Fixed,5.34,,,,,,,,
222075,222075,05/08/2019,47188.55,06/04/2019,06/04/2019,Closed,Refi,15,Fixed,5.48,,,,,,,,
222093,222093,05/08/2019,66595.1,05/20/2019,05/20/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222099,222099,05/08/2019,179849.67,05/20/2019,05/20/2019,Closed,Refi,20,Fixed,6.34,,,,,,,,
222109,222109,05/08/2019,54100.06,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222113,222113,05/08/2019,44363.83,05/16/2019,05/16/2019,Closed,Refi,7,Variable,4.4,,,,,,,,
222126,222126,05/08/2019,77853,05/17/2019,05/17/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
222132,222132,05/08/2019,89069.96,06/03/2019,06/03/2019,Closed,Refi,7,Fixed,5.34,,,,,,,,
222149,222149,05/08/2019,37600.45,05/24/2019,05/24/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
222157,222157,05/08/2019,137009.17,05/28/2019,05/28/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
222166,222166,05/08/2019,79449.89,07/08/2019,07/08/2019,Closed,Refi,15,Fixed,5.48,,,,,,,,
222172,222172,05/08/2019,68384.63,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222171,222171,05/08/2019,71840.58,06/04/2019,06/04/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222073,222073,05/08/2019,70402.54,05/16/2019,05/16/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
222180,222180,05/08/2019,64091,06/05/2019,06/05/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
222190,222190,05/08/2019,39738.86,06/05/2019,06/05/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
222144P3,222144P3,05/08/2019,140584.51,05/21/2019,05/21/2019,Closed,Refi,7,Fixed,4.76,,,,,,,,
221989P3,221989P3,05/08/2019,188198.55,06/28/2019,06/28/2019,Closed,Refi,15,Fixed,4.85,,,,,,,,
221923P1,221923P1,05/08/2019,135887.26,06/21/2019,06/21/2019,Closed,Refi,5,Fixed,4.22,,,,,,,,
221958,221958,05/08/2019,124866.18,07/15/2019,07/15/2019,Closed,Refi,15,Fixed,4.85,,,,,,,,
221996,221996,05/08/2019,81272.28,07/17/2019,07/17/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
222074,222074,05/08/2019,54669.88,05/15/2019,05/15/2019,Closed,Refi,20,Fixed,5.3,,,,,,,,
222141,222141,05/08/2019,95277,05/17/2019,05/17/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
5002103889AMB3,5002103889AMB3,05/08/2019,20280,06/13/2019,,Closed,In-School,5,Fixed,5.3,,6/13/19,,,,,,
221923P2,221923P2,05/08/2019,135887.26,06/21/2019,06/21/2019,Closed,Refi,5,Fixed,4.22,,,,,,,,
221923P3,221923P3,05/08/2019,135887.28,06/21/2019,06/21/2019,Closed,Refi,5,Fixed,4.22,,,,,,,,
221962,221962,05/08/2019,69943.99,06/19/2019,06/19/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
221978,221978,05/08/2019,46212.81,05/15/2019,05/15/2019,Closed,Refi,5,Variable,4.57,,,,,,,,
222001,222001,05/08/2019,25268.4,06/03/2019,06/03/2019,Closed,Refi,7,Fixed,4.5,,,,,,,,
221995,221995,05/08/2019,35806.14,05/16/2019,05/16/2019,Closed,Refi,10,Fixed,5.13,,,,,,,,
222008,222008,05/08/2019,16976.88,05/17/2019,05/17/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
222011,222011,05/08/2019,272420.02,06/06/2019,06/06/2019,Closed,Refi,10,Fixed,4.55,,,,,,,,
222036,222036,05/08/2019,41363.27,06/06/2019,06/06/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222040,222040,05/08/2019,11735.41,06/03/2019,06/03/2019,Closed,Refi,10,Fixed,5.8,,,,,,,,
222069,222069,05/08/2019,83760.15,05/15/2019,05/15/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222194,222194,05/09/2019,50055.07,05/16/2019,05/16/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
222205,222205,05/09/2019,188476.22,06/12/2019,06/12/2019,Closed,Refi,5,Variable,2.68,,,,,,,,
5002104001D01,,05/09/2019,50000,,,Applied,In-School,,,,,,,,,,,
222216P1,222216P1,05/09/2019,165231.13,06/05/2019,06/05/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222218,222218,05/09/2019,54781,06/03/2019,06/03/2019,Closed,Refi,20,Fixed,6.13,,,,,,,,
222231,222231,05/09/2019,288582.68,06/03/2019,06/03/2019,Closed,Refi,15,Fixed,5.33,,,,,,,,
222230,222230,05/09/2019,103024,05/23/2019,05/23/2019,Closed,Refi,10,Fixed,5.34,,,,,,,,
222238,222238,05/09/2019,82577.3,06/25/2019,06/25/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
222243P1,222243P1,05/09/2019,188728.01,05/28/2019,05/28/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
222249,222249,05/09/2019,88842.05,06/05/2019,06/05/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
222248,222248,05/09/2019,41470.17,05/17/2019,05/17/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
222244,222244,05/09/2019,25863.84,05/23/2019,05/23/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
222255,222255,05/09/2019,18000,06/18/2019,06/18/2019,Closed,Refi,5,Fixed,4.78,,,,,,,,
222263,222263,05/09/2019,66989.57,06/07/2019,06/07/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
222281,222281,05/09/2019,116232.87,05/17/2019,05/17/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222299,222299,05/09/2019,201727.45,05/23/2019,05/23/2019,Closed,Refi,20,Fixed,5.92,,,,,,,,
222311,222311,05/09/2019,100049.65,07/05/2019,07/05/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
222318,222318,05/09/2019,179212.49,06/17/2019,06/17/2019,Closed,Refi,7,Fixed,4.9,,,,,,,,
222332,222332,05/09/2019,39626.29,06/11/2019,06/11/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
222339,222339,05/09/2019,74713.63,05/22/2019,05/22/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
222329,222329,05/09/2019,52612.43,05/21/2019,05/21/2019,Closed,Refi,15,Fixed,6.11,,,,,,,,
222345,222345,05/09/2019,74863.41,06/10/2019,06/10/2019,Closed,Refi,10,Fixed,5.55,,,,,,,,
