Application ID,mohela_clid,Application_date,Loan Amount,Closing_date,Schedule_funding_date,Stage,Loan_Type,Term,Rate Type,Undiscounted Rate,disbursement_1,disbursement_1_date,disbursement_2,disbursement_2_date,disbursement_3,disbursement_3_date,disbursement_4,disbursement_4_date
189405,189405,12/11/2018,120366.73,01/03/2019,01/03/2019,Closed,Refi,20,Fixed,6.05,,,,,,,,
189407,189407,12/11/2018,86000,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
189408,189408,12/11/2018,22738.85,01/03/2019,01/03/2019,Closed,Refi,20,Fixed,6.68,,,,,,,,
189452,189452,12/11/2018,96881.29,02/01/2019,02/01/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
189457,189457,12/11/2018,82591.92,01/04/2019,01/04/2019,Closed,Refi,15,Fixed,5.51,,,,,,,,
189465,189465,12/11/2018,53095.5,01/11/2019,01/11/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
189480,189480,12/11/2018,82246.45,01/17/2019,01/17/2019,Closed,Refi,15,Fixed,5.83,,,,,,,,
189478,189478,12/11/2018,28053.4,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,5.44,,,,,,,,
189306P1,189306P1,12/11/2018,184325.8,01/11/2019,01/11/2019,Closed,Refi,7,Fixed,5.39,,,,,,,,
189307,189307,12/11/2018,149000,01/07/2019,01/07/2019,Closed,Refi,20,Fixed,6.23,,,,,,,,
189331,189331,12/11/2018,66632.5,02/01/2019,02/01/2019,Closed,Refi,20,Fixed,6.68,,,,,,,,
189333,189333,12/11/2018,107044.41,02/19/2019,02/19/2019,Closed,Refi,15,Fixed,6.16,,,,,,,,
189346,189346,12/11/2018,5811,12/20/2018,12/20/2018,Closed,Refi,5,Fixed,4.29,,,,,,,,
189373,189373,12/11/2018,24187.81,01/16/2019,01/16/2019,Closed,Refi,15,Fixed,5.51,,,,,,,,
189379,189379,12/11/2018,148619.88,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.5,,,,,,,,
189385,189385,12/11/2018,35702.78,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.82,,,,,,,,
189306P2,189306P2,12/11/2018,184325.8,01/11/2019,01/11/2019,Closed,Refi,7,Fixed,5.39,,,,,,,,
189306P3,189306P3,12/11/2018,184325.82,01/11/2019,01/11/2019,Closed,Refi,7,Fixed,5.39,,,,,,,,
189398,189398,12/11/2018,109878.17,01/09/2019,01/09/2019,Closed,Refi,5,Fixed,5.13,,,,,,,,
189302P2,189302P2,12/11/2018,191677.67,01/03/2019,01/03/2019,Closed,Refi,10,Fixed,5.59,,,,,,,,
189302P1,189302P1,12/11/2018,191677.66,01/03/2019,01/03/2019,Closed,Refi,10,Fixed,5.59,,,,,,,,
189343,189343,12/11/2018,125017.74,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
189374,189374,12/11/2018,42072.12,01/02/2019,01/02/2019,Closed,Refi,15,Fixed,7.03,,,,,,,,
189476,189476,12/11/2018,116527.96,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
5002048586BMB3,5002048586BMB3,12/12/2018,30000,03/21/2019,,Closed,In-School,5,Fixed,5.1,,3/21/19,,,,,,
189520,189520,12/12/2018,71108.09,01/11/2019,01/11/2019,Closed,Refi,15,Fixed,6.77,,,,,,,,
189534,189534,12/12/2018,56627.89,01/10/2019,01/10/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
189544,189544,12/12/2018,83111.41,01/02/2019,01/02/2019,Closed,Refi,15,Fixed,6.16,,,,,,,,
189541,189541,12/12/2018,54250,01/03/2019,01/03/2019,Closed,Refi,20,Fixed,6.02,,,,,,,,
189561,189561,12/12/2018,79160,01/16/2019,01/16/2019,Closed,Refi,20,Fixed,6.65,,,,,,,,
189563,189563,12/12/2018,33319.8,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,5.59,,,,,,,,
189625,189625,12/12/2018,35467.58,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,6.01,,,,,,,,
189644,189644,12/12/2018,118963.32,02/05/2019,02/05/2019,Closed,Refi,5,Fixed,5.68,,,,,,,,
189647,189647,12/12/2018,29184.35,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
189648,189648,12/12/2018,161360.32,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,5.51,,,,,,,,
189503,189503,12/12/2018,50820.13,01/02/2019,01/02/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
189508,189508,12/12/2018,58420.56,01/16/2019,01/16/2019,Closed,Refi,7,Fixed,5.14,,,,,,,,
189516,189516,12/12/2018,88728.11,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
189522,189522,12/12/2018,182992.65,01/03/2019,01/03/2019,Closed,Refi,5,Fixed,5.06,,,,,,,,
189545,189545,12/12/2018,98056.11,01/14/2019,01/14/2019,Closed,Refi,15,Fixed,6.41,,,,,,,,
189557,189557,12/12/2018,35782.75,01/03/2019,01/03/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
189623,189623,12/12/2018,50209.6,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,6.62,,,,,,,,
189630,189630,12/12/2018,73759.43,01/03/2019,01/03/2019,Closed,Refi,15,Fixed,6.41,,,,,,,,
189641,189641,12/12/2018,136993.54,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,6.15,,,,,,,,
189657,189657,12/12/2018,101728.54,02/04/2019,02/04/2019,Closed,Refi,7,Fixed,5.3,,,,,,,,
189489,189489,12/12/2018,71271.62,02/01/2019,02/01/2019,Closed,Refi,7,Fixed,5.42,,,,,,,,
5002048743CMB3,5002048743CMB3,12/13/2018,22166,03/26/2019,,Closed,In-School,15,Fixed,5.8,,3/26/19,,,,,,
5002048743BMB3,5002048743BMB3,12/13/2018,22166,02/04/2019,,Closed,In-School,15,Fixed,5.8,,2/4/19,,,,,,
189697,189697,12/13/2018,142842.01,01/11/2019,01/11/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
189706,189706,12/13/2018,45381.78,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,5.93,,,,,,,,
189729,189729,12/13/2018,112537.52,01/03/2019,01/03/2019,Closed,Refi,15,Fixed,6.77,,,,,,,,
189765,189765,12/13/2018,85621.9,01/15/2019,01/15/2019,Closed,Refi,20,Fixed,6.23,,,,,,,,
189823,189823,12/13/2018,19188.8,02/01/2019,02/01/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
189826,189826,12/13/2018,17966.05,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
189853,189853,12/13/2018,12531.82,01/08/2019,01/08/2019,Closed,Refi,20,Fixed,7.23,,,,,,,,
5002048743AMB3,5002048743AMB3,12/13/2018,22168,02/04/2019,,Closed,In-School,15,Fixed,5.8,,2/4/19,,,,,,
5002049031AMB3,5002049031AMB3,12/13/2018,22500,01/03/2019,,Closed,In-School,5,Fixed,5.54,,1/3/19,,,,,,
189836P2,189836P2,12/13/2018,159608.2,01/04/2019,01/04/2019,Closed,Refi,7,Fixed,5.28,,,,,,,,
189726P2,189726P2,12/13/2018,137605.02,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.35,,,,,,,,
5002048586AMB3,5002048586AMB3,12/13/2018,30000,01/09/2019,,Closed,In-School,5,Fixed,5.1,,1/9/19,,,,,,
189688,189688,12/13/2018,86697.47,01/03/2019,01/03/2019,Closed,Refi,7,Fixed,5.14,,,,,,,,
189718,189718,12/13/2018,39943.52,01/16/2019,01/16/2019,Closed,Refi,10,Fixed,5.61,,,,,,,,
189726P1,189726P1,12/13/2018,137605.02,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.35,,,,,,,,
189783,189783,12/13/2018,75284.05,01/04/2019,01/04/2019,Closed,Refi,20,Fixed,7.23,,,,,,,,
189806,189806,12/13/2018,67786.94,01/04/2019,01/04/2019,Closed,Refi,20,Fixed,6.23,,,,,,,,
189811,189811,12/13/2018,72425.99,01/03/2019,01/03/2019,Closed,Refi,7,Fixed,5.63,,,,,,,,
189828,189828,12/13/2018,16544.3,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,5.75,,,,,,,,
189836P1,189836P1,12/13/2018,159608.2,01/04/2019,01/04/2019,Closed,Refi,7,Fixed,5.28,,,,,,,,
5002049146D01,,12/13/2018,20000,,,Applied,In-School,,,,,,,,,,,
189726P3,189726P3,12/13/2018,137605.03,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.35,,,,,,,,
189682,189682,12/13/2018,7720.8,01/04/2019,01/04/2019,Closed,Refi,7,Fixed,5.47,,,,,,,,
189801,189801,12/13/2018,7703.83,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,4.92,,,,,,,,
189923P1,189923P1,12/14/2018,139656.31,01/04/2019,01/04/2019,Closed,Refi,15,Fixed,5.5,,,,,,,,
189939,189939,12/14/2018,61777,01/04/2019,01/04/2019,Closed,Refi,15,Fixed,6.41,,,,,,,,
189941,189941,12/14/2018,28081.74,01/08/2019,01/08/2019,Closed,Refi,15,Fixed,6.41,,,,,,,,
189951,189951,12/14/2018,88379.1,01/04/2019,01/04/2019,Closed,Refi,20,Fixed,6.68,,,,,,,,
189949,189949,12/14/2018,52651.7,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,6.86,,,,,,,,
189980,189980,12/14/2018,56153.7,01/03/2019,01/03/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
189923P2,189923P2,12/14/2018,139656.31,01/04/2019,01/04/2019,Closed,Refi,15,Fixed,5.5,,,,,,,,
189923P3,189923P3,12/14/2018,139656.31,01/04/2019,01/04/2019,Closed,Refi,15,Fixed,5.5,,,,,,,,
189886,189886,12/14/2018,26636.68,01/03/2019,01/03/2019,Closed,Refi,10,Fixed,6.01,,,,,,,,
189935,189935,12/14/2018,31007.64,01/09/2019,01/09/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
189925,189925,12/14/2018,140993.18,01/03/2019,01/03/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
189936,189936,12/14/2018,25670.82,01/11/2019,01/11/2019,Closed,Refi,7,Fixed,5.28,,,,,,,,
189959,189959,12/14/2018,6011,01/03/2019,01/03/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
189964,189964,12/14/2018,27352.17,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
189895,189895,12/14/2018,115669.84,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
189920,189920,12/14/2018,38171.99,01/04/2019,01/04/2019,Closed,Refi,7,Fixed,5.43,,,,,,,,
189982,189982,12/15/2018,63702.35,01/04/2019,01/04/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
189995,189995,12/15/2018,20000,01/14/2019,01/14/2019,Closed,Refi,7,Fixed,5.14,,,,,,,,
190008,190008,12/15/2018,181228.97,02/04/2019,02/04/2019,Closed,Refi,20,Fixed,6.23,,,,,,,,
190033,190033,12/15/2018,24702.64,02/06/2019,02/06/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190063,190063,12/15/2018,35147,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,5.75,,,,,,,,
190100,190100,12/15/2018,14170,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
190105P2,190105P2,12/15/2018,139487.92,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.47,,,,,,,,
190105P3,190105P3,12/15/2018,139487.92,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.47,,,,,,,,
190073P2,190073P2,12/15/2018,149838.92,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,6.27,,,,,,,,
189987,189987,12/15/2018,29470.25,02/04/2019,02/04/2019,Closed,Refi,5,Fixed,5.75,,,,,,,,
189996,189996,12/15/2018,145341.85,02/25/2019,02/25/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190000P1,190000P1,12/15/2018,197315.1,02/04/2019,02/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190014,190014,12/15/2018,36106.34,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,5.51,,,,,,,,
190025,190025,12/15/2018,47729.04,01/07/2019,01/07/2019,Closed,Refi,20,Fixed,6.26,,,,,,,,
190045,190045,12/15/2018,49579.91,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,6.03,,,,,,,,
190056,190056,12/15/2018,55000,01/04/2019,01/04/2019,Closed,Refi,15,Variable,5.57,,,,,,,,
190059,190059,12/15/2018,84181.78,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190073P1,190073P1,12/15/2018,149838.92,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,6.27,,,,,,,,
190088,190088,12/15/2018,61809.45,02/01/2019,02/01/2019,Closed,Refi,20,Fixed,7.07,,,,,,,,
190101,190101,12/15/2018,30633.23,01/14/2019,01/14/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
190105P1,190105P1,12/15/2018,139487.92,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.47,,,,,,,,
190073P3,190073P3,12/15/2018,149838.92,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,6.27,,,,,,,,
190000P2,190000P2,12/15/2018,197315.1,02/04/2019,02/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190000P3,190000P3,12/15/2018,197315.1,02/04/2019,02/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190034,190034,12/15/2018,5002,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190068,190068,12/15/2018,24441.13,02/05/2019,02/05/2019,Closed,Refi,15,Fixed,5.83,,,,,,,,
190076,190076,12/15/2018,113710.71,01/08/2019,01/08/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
190054,190054,12/15/2018,168761.83,01/04/2019,01/04/2019,Closed,Refi,15,Fixed,5.5,,,,,,,,
190069,190069,12/15/2018,66755.15,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,5.59,,,,,,,,
190086,190086,12/15/2018,20630.2,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,5.75,,,,,,,,
190099,190099,12/15/2018,6778.44,01/07/2019,01/07/2019,Closed,Refi,7,Fixed,5.44,,,,,,,,
190125,190125,12/16/2018,28202,02/01/2019,02/01/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190126,190126,12/16/2018,6000,01/03/2019,01/03/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190173P1,190173P1,12/16/2018,167684.12,01/10/2019,01/10/2019,Closed,Refi,10,Fixed,5.47,,,,,,,,
190182,190182,12/16/2018,15363.74,01/04/2019,01/04/2019,Closed,Refi,20,Fixed,7.23,,,,,,,,
190202,190202,12/16/2018,95201.72,01/07/2019,01/07/2019,Closed,Refi,20,Fixed,6.68,,,,,,,,
190208,190208,12/16/2018,55063.99,01/04/2019,01/04/2019,Closed,Refi,20,Fixed,6.44,,,,,,,,
190216,190216,12/16/2018,12753.97,01/08/2019,01/08/2019,Closed,Refi,15,Fixed,6.16,,,,,,,,
190219,190219,12/16/2018,116299.16,01/07/2019,01/07/2019,Closed,Refi,7,Fixed,5.44,,,,,,,,
190252,190252,12/16/2018,188862.3,01/10/2019,01/10/2019,Closed,Refi,5,Fixed,5.35,,,,,,,,
190173P2,190173P2,12/16/2018,167684.12,01/10/2019,01/10/2019,Closed,Refi,10,Fixed,5.47,,,,,,,,
190150,190150,12/16/2018,120483.06,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
190160,190160,12/16/2018,100373.09,02/01/2019,02/01/2019,Closed,Refi,10,Fixed,5.59,,,,,,,,
190186,190186,12/16/2018,166242.46,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.75,,,,,,,,
190196,190196,12/16/2018,83009.35,02/04/2019,02/04/2019,Closed,Refi,10,Fixed,5.61,,,,,,,,
190218,190218,12/16/2018,77494.4,02/01/2019,02/01/2019,Closed,Refi,10,Fixed,6.62,,,,,,,,
190223,190223,12/16/2018,193895.59,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,5.4,,,,,,,,
190241,190241,12/16/2018,116529.91,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,5.18,,,,,,,,
190247,190247,12/16/2018,34645.7,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,5.44,,,,,,,,
5002049986AMB3,5002049986AMB3,12/16/2018,20000,01/04/2019,,Closed,In-School,5,Fixed,5.1,,1/4/19,,,,,,
5002049986BMB3,5002049986BMB3,12/16/2018,20000,01/04/2019,,Closed,In-School,5,Fixed,5.1,,1/4/19,,,,,,
5002049986AMB3,,12/16/2018,20000,01/04/2019,,Closed,Refi,5,Fixed,5.1,,,,,,,,
190246P2,190246P2,12/16/2018,166670.49,02/07/2019,02/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190212,190212,12/16/2018,46329.69,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190187,190187,12/16/2018,67392.74,02/01/2019,02/01/2019,Closed,Refi,15,Fixed,6,,,,,,,,
190246P1,190246P1,12/16/2018,166670.49,02/07/2019,02/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
5002050613CMB3,5002050613CMB3,12/17/2018,28549,03/26/2019,,Closed,In-School,5,Fixed,5.1,,3/26/19,,,,,,
5002050613BMB3,5002050613BMB3,12/17/2018,28549,02/06/2019,,Closed,In-School,5,Fixed,5.1,,2/6/19,,,,,,
190277,190277,12/17/2018,117288.99,02/05/2019,02/05/2019,Closed,Refi,15,Fixed,6.14,,,,,,,,
190313,190313,12/17/2018,273154.44,02/08/2019,02/08/2019,Closed,Refi,15,Fixed,5.494,,,,,,,,
190324,190324,12/17/2018,140439.64,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190323,190323,12/17/2018,32507.55,01/07/2019,01/07/2019,Closed,Refi,7,Fixed,5.14,,,,,,,,
190333,190333,12/17/2018,127998.32,02/05/2019,02/05/2019,Closed,Refi,10,Fixed,5.24,,,,,,,,
190339,190339,12/17/2018,22107.15,02/06/2019,02/06/2019,Closed,Refi,10,Fixed,5.61,,,,,,,,
190366,190366,12/17/2018,21936,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190374,190374,12/17/2018,121369.99,01/17/2019,01/17/2019,Closed,Refi,20,Fixed,7.23,,,,,,,,
190379P1,190379P1,12/17/2018,180063.76,01/08/2019,01/08/2019,Closed,Refi,15,Fixed,5.78,,,,,,,,
190370,190370,12/17/2018,60231.12,02/01/2019,02/01/2019,Closed,Refi,10,Fixed,6.62,,,,,,,,
190397,190397,12/17/2018,88190.99,01/04/2019,01/04/2019,Closed,Refi,15,Fixed,6.77,,,,,,,,
190416,190416,12/17/2018,17616.23,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,5.43,,,,,,,,
190464,190464,12/17/2018,91389.53,01/04/2019,01/04/2019,Closed,Refi,20,Fixed,7.27,,,,,,,,
190379P2,190379P2,12/17/2018,180063.76,01/08/2019,01/08/2019,Closed,Refi,15,Fixed,5.78,,,,,,,,
190266,190266,12/17/2018,19466,01/04/2019,01/04/2019,Closed,Refi,15,Fixed,5.93,,,,,,,,
190272,190272,12/17/2018,58993.89,01/08/2019,01/08/2019,Closed,Refi,10,Fixed,6.03,,,,,,,,
190287,190287,12/17/2018,32649.25,01/14/2019,01/14/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
190294,190294,12/17/2018,37356.17,01/03/2019,01/03/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190341,190341,12/17/2018,91054.04,01/10/2019,01/10/2019,Closed,Refi,10,Fixed,5.4,,,,,,,,
190340,190340,12/17/2018,39708.56,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,5.72,,,,,,,,
190409,190409,12/17/2018,100657.91,02/05/2019,02/05/2019,Closed,Refi,20,Fixed,7.27,,,,,,,,
190265,190265,12/17/2018,86308.89,01/10/2019,01/10/2019,Closed,Refi,5,Fixed,4.71,,,,,,,,
190320,190320,12/17/2018,37504.17,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190369,190369,12/17/2018,74338,01/15/2019,01/15/2019,Closed,Refi,20,Fixed,6.26,,,,,,,,
190480,190480,12/18/2018,5797.75,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,5.22,,,,,,,,
190508,190508,12/18/2018,140677.65,02/06/2019,02/06/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190552,190552,12/18/2018,7302.53,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,5.43,,,,,,,,
190586,190586,12/18/2018,26859.46,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190594,190594,12/18/2018,220271.82,01/07/2019,01/07/2019,Closed,Refi,20,Fixed,5.61,,,,,,,,
190627,190627,12/18/2018,38386,01/10/2019,01/10/2019,Closed,Refi,20,Fixed,7.27,,,,,,,,
190660,190660,12/18/2018,232491.25,01/04/2019,01/04/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190476,190476,12/18/2018,34016.83,01/08/2019,01/08/2019,Closed,Refi,15,Fixed,6,,,,,,,,
5002050613AMB3,5002050613AMB3,12/18/2018,28550,02/06/2019,,Closed,In-School,5,Fixed,5.1,,2/6/19,,,,,,
190521,190521,12/18/2018,68141.63,02/04/2019,02/04/2019,Closed,Refi,10,Fixed,5.75,,,,,,,,
190543,190543,12/18/2018,23503.82,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190569,190569,12/18/2018,19895.44,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
190574,190574,12/18/2018,33921.68,01/04/2019,01/04/2019,Closed,Refi,15,Fixed,5.51,,,,,,,,
190591,190591,12/18/2018,67376,02/04/2019,02/04/2019,Closed,Refi,15,Fixed,5.3,,,,,,,,
190611,190611,12/18/2018,102930.86,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190621,190621,12/18/2018,27128.36,01/09/2019,01/09/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190639,190639,12/18/2018,138746,01/17/2019,01/17/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190481P1,190481P1,12/18/2018,189000,01/07/2019,01/07/2019,Closed,Refi,7,Fixed,5.38,,,,,,,,
190481P2,190481P2,12/18/2018,189000,01/07/2019,01/07/2019,Closed,Refi,7,Fixed,5.38,,,,,,,,
190663,190663,12/18/2018,18026.39,01/02/2019,01/02/2019,Closed,Refi,5,Fixed,5.36,,,,,,,,
5002050675AMB3,5002050675AMB3,12/18/2018,55000,01/25/2019,,Closed,In-School,5,Fixed,5.2,,1/25/19,,,,,,
190513,190513,12/18/2018,38508.73,01/04/2019,01/04/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
190686,190686,12/19/2018,75447.08,01/17/2019,01/17/2019,Closed,Refi,5,Fixed,5.34,,,,,,,,
190687,190687,12/19/2018,160840.05,01/14/2019,01/14/2019,Closed,Refi,20,Fixed,7.07,,,,,,,,
190695,190695,12/19/2018,30315.32,01/07/2019,01/07/2019,Closed,Refi,10,Fixed,5.61,,,,,,,,
190714,190714,12/19/2018,31813.44,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,5.44,,,,,,,,
190717,190717,12/19/2018,48896,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,6.35,,,,,,,,
190780,190780,12/19/2018,88222.41,01/04/2019,01/04/2019,Closed,Refi,20,Fixed,6.65,,,,,,,,
5002050704AMB3,5002050704AMB3,12/19/2018,40000,01/16/2019,,Closed,In-School,7,Fixed,5.4,,1/16/19,,,,,,
190724,190724,12/19/2018,26000,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,5.51,,,,,,,,
190738,190738,12/19/2018,49804,01/04/2019,01/04/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
190787,190787,12/19/2018,126782.06,01/15/2019,01/15/2019,Closed,Refi,20,Fixed,7.23,,,,,,,,
190799,190799,12/19/2018,253873.83,02/04/2019,02/04/2019,Closed,Refi,15,Fixed,5.5,,,,,,,,
190810,190810,12/19/2018,73904.06,02/11/2019,02/11/2019,Closed,Refi,15,Fixed,6.56,,,,,,,,
190822,190822,12/19/2018,36639.55,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,5.51,,,,,,,,
5002051490BMB3,5002051490BMB3,12/19/2018,18000,03/21/2019,,Closed,In-School,10,Fixed,5.5,,3/21/19,,,,,,
190673,190673,12/19/2018,41843.34,01/04/2019,01/04/2019,Closed,Refi,7,Fixed,5.38,,,,,,,,
190698,190698,12/19/2018,121773.22,01/07/2019,01/07/2019,Closed,Refi,20,Fixed,6.65,,,,,,,,
190758,190758,12/19/2018,116487.29,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,5.3,,,,,,,,
190806P1,190806P1,12/19/2018,154292.94,02/20/2019,02/20/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
190804,190804,12/19/2018,5022.49,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,5.22,,,,,,,,
190806P2,190806P2,12/19/2018,154292.94,02/20/2019,02/20/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
190703,190703,12/19/2018,8999.83,01/10/2019,01/10/2019,Closed,Refi,15,Fixed,6.77,,,,,,,,
190755,190755,12/19/2018,118795.87,02/06/2019,02/06/2019,Closed,Refi,15,Fixed,6,,,,,,,,
190772,190772,12/19/2018,209804,01/08/2019,01/08/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190806P3,190806P3,12/19/2018,154292.94,02/20/2019,02/20/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
190878P3,190878P3,12/20/2018,175425.01,02/06/2019,02/06/2019,Closed,Refi,5,Fixed,5.06,,,,,,,,
190835,190835,12/20/2018,6087.09,01/07/2019,01/07/2019,Closed,Refi,7,Fixed,5.44,,,,,,,,
190843,190843,12/20/2018,68872.87,01/08/2019,01/08/2019,Closed,Refi,5,Fixed,4.75,,,,,,,,
190859,190859,12/20/2018,109673.58,02/04/2019,02/04/2019,Closed,Refi,15,Fixed,5.3,,,,,,,,
190868,190868,12/20/2018,26787.1,01/08/2019,01/08/2019,Closed,Refi,10,Fixed,5.27,,,,,,,,
190878P1,190878P1,12/20/2018,175425.01,02/06/2019,02/06/2019,Closed,Refi,5,Fixed,5.06,,,,,,,,
190885,190885,12/20/2018,33224.85,01/15/2019,01/15/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
190913,190913,12/20/2018,50581.65,01/07/2019,01/07/2019,Closed,Refi,15,Fixed,6.62,,,,,,,,
190914,190914,12/20/2018,92280.29,01/08/2019,01/08/2019,Closed,Refi,20,Fixed,6.47,,,,,,,,
190920P1,190920P1,12/20/2018,158771.98,02/15/2019,02/15/2019,Closed,Refi,10,Fixed,5.4,,,,,,,,
190935,190935,12/20/2018,152513.31,01/07/2019,01/07/2019,Closed,Refi,20,Variable,6.42,,,,,,,,
190937P1,190937P1,12/20/2018,138996.74,02/05/2019,02/05/2019,Closed,Refi,5,Fixed,5.28,,,,,,,,
190943,190943,12/20/2018,222412.54,01/07/2019,01/07/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
190945,190945,12/20/2018,43405.33,02/04/2019,02/04/2019,Closed,Refi,5,Fixed,4.92,,,,,,,,
190878P2,190878P2,12/20/2018,175425.01,02/06/2019,02/06/2019,Closed,Refi,5,Fixed,5.06,,,,,,,,
